Serial number,Datum ID,Session ID,Data format version,Firmware version,App version,Date / time local,Timezone offset (mins),Date local (yyyy/MM/dd),Time local (hh:mm:ss),GPS lat (ddmm.mmmmm),GPS long (dddmm.mmmmm),GPS speed (km/h),GPS sat count,Timebase (s),Status,Battery remaining (%),Accel X,Accel Y,Accel Z,Tape position,Flow setpoint (mL/min),Flow total (mL/min),Flow1 (mL/min),Flow2 (mL/min),Sample temp (C),Sample RH (%),Sample dewpoint (C),Internal pressure (Pa),Internal temp (C),Optical config,UV Sen1,UV Sen2,UV Ref,UV ATN1,UV ATN2,UV K,Blue Sen1,Blue Sen2,Blue Ref,Blue ATN1,Blue ATN2,Blue K,Green Sen1,Green Sen2,Green Ref,Green ATN1,Green ATN2,Green K,Red Sen1,Red Sen2,Red Ref,Red ATN1,Red ATN2,Red K,IR Sen1,IR Sen2,IR Ref,IR ATN1,IR ATN2,IR K,UV BC1,UV BC2,UV BCc,Blue BC1,Blue BC2,Blue BCc,Green BC1,Green BC2,Green BCc,Red BC1,Red BC2,Red BCc,IR BC1,IR BC2,IR BCc,Readable status
MA200-0071,174991,96,1,1.1,1.4,2022-07-14T20:57:00,0,2022-07-14,20:57:00,37.99525821,23.81588936,0,10,60,128,100,24,1140,-31000,5,150,0,0,0,32.6,25.2,10.16,98296,33.06,SINGLESPOT-UV-BLUE-GREEN-RED-IR,661755,,914505,18.921756,"""","""",805597,,755309,14.859291,"""","""",827097,,776444,13.056261,"""","""",869140,,878218,10.562952,"""","""",618175,,918414,6.821644,"""","""",0,,,0,,,0,,,0,,,0,,,Flow unstable
MA200-0071,174992,96,1,1.1,1.4,2022-07-14T20:58:00,0,2022-07-14,20:58:00,37.99524319,23.81585139,0.1,10,60,128,100,133,1095,-31000,5,150,0,0,0,32.6,25.2,10.16,98308,33.06,SINGLESPOT-UV-BLUE-GREEN-RED-IR,661545,,914439,18.943486,"""","""",805658,,755513,14.878424,"""","""",827214,,776669,13.071377,"""","""",874046,,883290,10.575529,"""","""",618042,,918334,6.83284,"""","""",0,,,0,,,0,,,0,,,0,,,Flow unstable
MA200-0071,174993,96,1,1.1,1.4,2022-07-14T20:59:00,0,2022-07-14,20:59:00,37.9952721,23.81589276,0,10,60,128,100,-372,1004,-28372,5,150,0,0,0,32.6,25.3,10.18,98280,33.06,SINGLESPOT-UV-BLUE-GREEN-RED-IR,661727,,914905,18.96827,"""","""",805290,,755327,14.898003,"""","""",827115,,776704,13.090481,"""","""",873440,,882792,10.590191,"""","""",617935,,918270,6.842617,"""","""",0,,,0,,,0,,,0,,,0,,,Flow unstable
MA200-0071,174994,96,1,1.1,1.4,2022-07-14T21:00:00,0,2022-07-14,21:00:00,37.99527764,23.81589669,0.1,10,60,128,100,-444,1068,-28744,5,150,0,0,0,32.59,25.3,10.17,98276,33.06,SINGLESPOT-UV-BLUE-GREEN-RED-IR,661507,,914779,18.990886,"""","""",805701,,755842,14.917727,"""","""",829881,,779459,13.107903,"""","""",873115,,882598,10.604398,"""","""",617407,,917544,6.851566,"""","""",0,,,0,,,0,,,0,,,0,,,Flow unstable
MA200-0071,174995,96,1,1.1,1.4,2022-07-14T21:01:00,0,2022-07-14,21:01:00,37.99521738,23.81583029,0.2,11,60,128,100,-656,955,-25636,5,150,0,0,0,32.58,25.3,10.16,98292,33.06,SINGLESPOT-UV-BLUE-GREEN-RED-IR,661421,,914899,19.014882,"""","""",805458,,755768,14.937265,"""","""",829602,,779340,13.126244,"""","""",873840,,883449,10.61845,"""","""",617584,,917944,6.862365,"""","""",0,,,0,,,0,,,0,,,0,,,Flow unstable
MA200-0071,174996,96,1,1.1,1.4,2022-07-14T21:02:00,0,2022-07-14,21:02:00,37.9952383,23.81578749,0.3,11,60,128,100,-244,1232,-31000,5,150,0,0,0,32.58,25.3,10.16,98276,33,SINGLESPOT-UV-BLUE-GREEN-RED-IR,660884,,914359,19.038376,"""","""",805107,,755554,14.956308,"""","""",829207,,779095,13.142437,"""","""",867394,,877057,10.632781,"""","""",617264,,917513,6.871635,"""","""",0,,,0,,,0,,,0,,,0,,,Flow unstable
MA200-0071,174997,96,1,1.1,1.4,2022-07-14T21:03:00,0,2022-07-14,21:03:00,37.99526995,23.81588584,0.1,10,60,128,100,-284,1368,-28324,5,150,0,0,0,32.57,25.3,10.15,98296,33,SINGLESPOT-UV-BLUE-GREEN-RED-IR,660396,,913868,19.060944,"""","""",804342,,754996,14.975651,"""","""",829162,,779182,13.158955,"""","""",872583,,882434,10.64644,"""","""",617280,,917650,6.880321,"""","""",0,,,0,,,0,,,0,,,0,,,Flow unstable
MA200-0071,174998,96,1,1.1,1.4,2022-07-14T21:04:00,0,2022-07-14,21:04:00,37.99519324,23.81589001,0.3,10,60,128,100,-504,816,-26860,5,150,0,0,0,32.56,25.3,10.17,98308,33,SINGLESPOT-UV-BLUE-GREEN-RED-IR,660108,,913719,19.084304,"""","""",804041,,754852,14.993406,"""","""",828786,,778963,13.175644,"""","""",872870,,882865,10.661173,"""","""",616925,,917208,6.890705,"""","""",0,,,0,,,0,,,0,,,0,,,Flow unstable
MA200-0071,174999,96,1,1.1,1.4,2022-07-14T21:05:00,0,2022-07-14,21:05:00,37.99525732,23.81589204,0.1,10,60,128,100,-568,908,-26847,5,150,0,0,0,32.56,25.3,10.17,98276,33,SINGLESPOT-UV-BLUE-GREEN-RED-IR,659788,,913484,19.106632,"""","""",803669,,754642,15.01195,"""","""",828871,,779192,13.191832,"""","""",872816,,882916,10.674316,"""","""",617335,,917884,6.901397,"""","""",0,,,0,,,0,,,0,,,0,,,Flow unstable
MA200-0071,175000,96,1,1.1,1.4,2022-07-14T21:06:00,0,2022-07-14,21:06:00,37.99520499,23.81591833,0.2,10,60,128,100,-1032,700,-22144,5,150,0,0,0,32.55,25.3,10.16,98276,33,SINGLESPOT-UV-BLUE-GREEN-RED-IR,659562,,913377,19.13034,"""","""",803662,,754763,15.030207,"""","""",828797,,779241,13.207747,"""","""",872394,,882597,10.687413,"""","""",617102,,917631,6.908607,"""","""",0,,,0,,,0,,,0,,,0,,,Flow unstable
MA200-0071,175001,96,1,1.1,1.4,2022-07-14T21:07:00,0,2022-07-14,21:07:00,37.9952603,23.81595254,0.4,10,60,128,100,-583,862,-23495,5,150,0,0,0,32.55,25.3,10.16,98308,33,SINGLESPOT-UV-BLUE-GREEN-RED-IR,659915,,914074,19.153896,"""","""",803318,,754591,15.048296,"""","""",828656,,779229,13.225033,"""","""",871392,,881716,10.701127,"""","""",617052,,917657,6.918586,"""","""",0,,,0,,,0,,,0,,,0,,,Flow unstable
MA200-0071,175002,96,1,1.1,1.4,2022-07-14T21:08:00,0,2022-07-14,21:08:00,37.99522018,23.81583029,0.3,10,60,128,100,-664,800,-23808,5,150,0,0,0,32.55,25.4,10.18,98304,33,SINGLESPOT-UV-BLUE-GREEN-RED-IR,659688,,913972,19.176362,"""","""",803556,,754983,15.06942,"""","""",828225,,778945,13.242424,"""","""",871139,,881631,10.71658,"""","""",616687,,917208,6.928623,"""","""",0,,,0,,,0,,,0,,,0,,,Flow unstable
MA200-0071,175003,96,1,1.1,1.4,2022-07-14T21:09:01,0,2022-07-14,21:09:01,37.99526578,23.81578803,0,11,60,128,100,-424,976,-28884,5,150,0,0,0,32.54,25.4,10.18,98280,33,SINGLESPOT-UV-BLUE-GREEN-RED-IR,659619,,914096,19.199414,"""","""",803324,,754881,15.087046,"""","""",827869,,778726,13.259413,"""","""",871037,,881631,10.729743,"""","""",616527,,917054,6.939441,"""","""",0,,,0,,,0,,,0,,,0,,,Flow unstable
MA200-0071,175004,96,1,1.1,1.4,2022-07-14T21:10:00,0,2022-07-14,21:10:00,37.99524349,23.81590253,0.2,11,60,128,100,-144,1148,-31000,5,150,0,0,0,32.53,25.4,10.17,98272,33,SINGLESPOT-UV-BLUE-GREEN-RED-IR,659158,,913670,19.2224,"""","""",803429,,755118,15.104862,"""","""",827828,,778827,13.274456,"""","""",870810,,881508,10.743499,"""","""",616645,,917308,6.948784,"""","""",0,,,0,,,0,,,0,,,0,,,Flow unstable
MA200-0071,175005,96,1,1.1,1.4,2022-07-14T21:11:00,0,2022-07-14,21:11:00,37.99525648,23.81591886,0.2,11,60,128,100,-388,1148,-28188,5,150,0,0,0,32.53,25.4,10.17,98288,33,SINGLESPOT-UV-BLUE-GREEN-RED-IR,658633,,913113,19.245106,"""","""",802476,,754378,15.123398,"""","""",827433,,778624,13.291903,"""","""",870447,,881263,10.75786,"""","""",616401,,917037,6.957229,"""","""",0,,,0,,,0,,,0,,,0,,,Flow unstable
MA200-0071,175006,96,1,1.1,1.4,2022-07-14T21:12:00,0,2022-07-14,21:12:00,37.99526364,23.81583029,0.3,11,60,128,100,-460,971,-27968,5,150,0,0,0,32.53,25.4,10.21,98320,33,SINGLESPOT-UV-BLUE-GREEN-RED-IR,658435,,913073,19.268184,"""","""",802136,,754182,15.141531,"""","""",827380,,778662,13.308622,"""","""",871059,,882012,10.771282,"""","""",616364,,917096,6.968185,"""","""",0,,,0,,,0,,,0,,,0,,,Flow unstable
MA200-0071,175007,96,1,1.1,1.4,2022-07-14T21:13:00,0,2022-07-14,21:13:00,37.99527234,23.81581169,0,11,60,128,100,-372,904,-27584,5,150,0,0,0,32.53,25.4,10.21,98316,33,SINGLESPOT-UV-BLUE-GREEN-RED-IR,657884,,912512,19.291974,"""","""",801568,,753782,15.1598,"""","""",827107,,778524,13.322527,"""","""",870655,,881694,10.784053,"""","""",616350,,917142,6.977817,"""","""",0,,,0,,,0,,,0,,,0,,,Flow unstable
MA200-0071,175008,96,1,1.1,1.4,2022-07-14T21:14:00,0,2022-07-14,21:14:00,37.99524283,23.81588423,0,11,60,128,100,-372,1036,-28319,5,150,0,0,0,32.54,25.4,10.22,98272,33,SINGLESPOT-UV-BLUE-GREEN-RED-IR,657801,,912609,19.313538,"""","""",801750,,754107,15.177818,"""","""",827347,,778869,13.338846,"""","""",871332,,882495,10.796537,"""","""",616494,,917458,6.987625,"""","""",0,,,0,,,0,,,0,,,0,,,Flow unstable
MA200-0071,175009,96,1,1.1,1.4,2022-07-14T21:15:00,0,2022-07-14,21:15:00,37.99526882,23.81587321,0.1,11,60,128,100,-279,937,-27495,5,150,0,0,0,32.54,25.4,10.22,98268,32.94,SINGLESPOT-UV-BLUE-GREEN-RED-IR,658192,,913357,19.33638,"""","""",801604,,754060,15.194805,"""","""",827240,,778905,13.355083,"""","""",869859,,881114,10.809892,"""","""",616310,,917250,6.995773,"""","""",0,,,0,,,0,,,0,,,0,,,Flow unstable
MA200-0071,175010,96,1,1.1,1.4,2022-07-14T21:16:00,0,2022-07-14,21:16:00,37.99531114,23.81587756,0.1,11,60,128,100,-164,980,-29508,5,150,0,0,0,32.54,25.5,10.24,98308,33,SINGLESPOT-UV-BLUE-GREEN-RED-IR,658192,,913559,19.357888,"""","""",802060,,754636,15.212437,"""","""",826947,,778729,13.36837,"""","""",870037,,881439,10.822898,"""","""",616048,,916940,7.005886,"""","""",0,,,0,,,0,,,0,,,0,,,Flow unstable
MA200-0071,175011,96,1,1.1,1.4,2022-07-14T21:17:00,0,2022-07-14,21:17:00,37.99530971,23.81585079,0.4,11,60,128,100,-483,1104,-27596,5,150,0,0,0,32.54,25.5,10.24,98312,33,SINGLESPOT-UV-BLUE-GREEN-RED-IR,657979,,913424,19.378318,"""","""",801820,,754536,15.230299,"""","""",826462,,778432,13.384535,"""","""",869636,,881127,10.835361,"""","""",615910,,916838,7.015819,"""","""",0,,,0,,,0,,,0,,,0,,,Flow unstable
MA200-0071,175012,96,1,1.1,1.4,2022-07-14T21:18:00,0,2022-07-14,21:18:00,37.99521905,23.81585419,0.3,11,60,128,100,-456,1064,-28303,5,150,0,0,0,32.54,25.5,10.24,98280,33,SINGLESPOT-UV-BLUE-GREEN-RED-IR,657343,,912738,19.400634,"""","""",801744,,754616,15.247072,"""","""",826441,,778529,13.399984,"""","""",869731,,881356,10.84831,"""","""",615904,,916915,7.024124,"""","""",0,,,0,,,0,,,0,,,0,,,Flow unstable
MA200-0071,175013,96,1,1.1,1.4,2022-07-14T21:19:01,0,2022-07-14,21:19:01,37.99522316,23.81595588,0.2,10,60,128,100,-180,967,-29900,5,150,0,0,0,32.55,25.5,10.25,98276,33,SINGLESPOT-UV-BLUE-GREEN-RED-IR,657746,,913521,19.421696,"""","""",801291,,754303,15.265263,"""","""",826881,,779041,13.416674,"""","""",869664,,881383,10.861321,"""","""",615989,,917125,7.034351,"""","""",0,,,0,,,0,,,0,,,0,,,Flow unstable
MA200-0071,175014,96,1,1.1,1.4,2022-07-14T21:20:00,0,2022-07-14,21:20:00,37.99513537,23.81597525,0.4,10,60,128,100,-120,1033,-31000,5,150,0,0,0,32.55,25.5,10.28,98288,33,SINGLESPOT-UV-BLUE-GREEN-RED-IR,657132,,912838,19.44453,"""","""",801091,,754240,15.281124,"""","""",826367,,778664,13.432581,"""","""",870245,,882053,10.875338,"""","""",615920,,917098,7.042709,"""","""",0,,,0,,,0,,,0,,,0,,,Flow unstable
MA200-0071,175015,96,1,1.1,1.4,2022-07-14T21:21:00,0,2022-07-14,21:21:00,37.99522817,23.81594616,0.2,10,60,128,100,-568,940,-27060,5,150,0,0,0,32.55,25.5,10.28,98308,33,SINGLESPOT-UV-BLUE-GREEN-RED-IR,657152,,913069,19.46579,"""","""",801135,,754425,15.296728,"""","""",826780,,779209,13.447971,"""","""",870792,,882739,10.887168,"""","""",616205,,917631,7.052936,"""","""",0,,,0,,,0,,,0,,,0,,,Flow unstable
MA200-0071,175016,96,1,1.1,1.4,2022-07-14T21:22:00,0,2022-07-14,21:22:00,37.99524236,23.81589192,0.1,10,60,128,100,-596,936,-23992,5,150,0,0,0,32.55,25.5,10.28,98304,33,SINGLESPOT-UV-BLUE-GREEN-RED-IR,657120,,913242,19.487084,"""","""",800909,,754366,15.316374,"""","""",826545,,779092,13.4627,"""","""",869956,,882039,10.899834,"""","""",616141,,917613,7.061847,"""","""",0,,,0,,,0,,,0,,,0,,,Flow unstable
MA200-0071,175017,96,1,1.1,1.4,2022-07-14T21:23:00,0,2022-07-14,21:23:00,37.99525601,23.81589222,0.3,10,60,128,100,-520,1032,-26684,5,150,0,0,0,32.55,25.5,10.28,98260,33,SINGLESPOT-UV-BLUE-GREEN-RED-IR,657200,,913520,19.508954,"""","""",800654,,754248,15.333469,"""","""",829608,,782108,13.47912,"""","""",869410,,881554,10.912247,"""","""",615981,,917416,7.071289,"""","""",0,,,0,,,0,,,0,,,0,,,Flow unstable
MA200-0071,175018,96,1,1.1,1.4,2022-07-14T21:24:00,0,2022-07-14,21:24:00,37.99526715,23.81595719,0.1,10,60,128,100,-340,808,-28144,5,150,0,0,0,32.55,25.5,10.28,98280,33,SINGLESPOT-UV-BLUE-GREEN-RED-IR,657083,,913586,19.52975,"""","""",801118,,754791,15.350117,"""","""",829088,,781772,13.49531,"""","""",869361,,881657,10.925303,"""","""",615546,,916906,7.080349,"""","""",0,,,0,,,0,,,0,,,0,,,Flow unstable
MA200-0071,175019,96,1,1.1,1.4,2022-07-14T21:25:00,0,2022-07-14,21:25:00,37.99530822,23.81588525,0.3,10,60,128,100,-456,928,-26984,5,150,0,0,0,32.54,25.5,10.27,98328,33,SINGLESPOT-UV-BLUE-GREEN-RED-IR,657464,,914330,19.552284,"""","""",801051,,754868,15.367092,"""","""",826271,,779196,13.508911,"""","""",869515,,881904,10.937948,"""","""",615736,,917254,7.089187,"""","""",0,,,0,,,0,,,0,,,0,,,Flow unstable
MA200-0071,175020,96,1,1.1,1.4,2022-07-14T21:26:00,0,2022-07-14,21:26:00,37.99521053,23.81585634,1.1,10,60,128,100,-488,932,-26796,5,150,0,0,0,32.55,25.6,10.3,98308,33,SINGLESPOT-UV-BLUE-GREEN-RED-IR,656580,,913276,19.574382,"""","""",800844,,754812,15.385414,"""","""",825482,,778574,13.524677,"""","""",868868,,881382,10.952833,"""","""",615493,,917009,7.100933,"""","""",0,,,0,,,0,,,0,,,0,,,Flow unstable
MA200-0071,175021,96,1,1.1,1.4,2022-07-14T21:27:00,0,2022-07-14,21:27:00,37.995197,23.81590188,0.2,10,60,128,100,-388,1020,-27980,5,150,0,0,0,32.55,25.6,10.3,98272,33,SINGLESPOT-UV-BLUE-GREEN-RED-IR,656292,,913083,19.595608,"""","""",800107,,754262,15.404726,"""","""",825375,,778581,13.54015,"""","""",868668,,881288,10.965447,"""","""",615395,,916939,7.108711,"""","""",0,,,0,,,0,,,0,,,0,,,Flow unstable
MA200-0071,175022,96,1,1.1,1.4,2022-07-14T21:28:00,0,2022-07-14,21:28:00,37.99523747,23.81599468,0,10,60,128,100,-380,967,-28336,5,150,0,0,0,32.55,25.6,10.3,98288,33,SINGLESPOT-UV-BLUE-GREEN-RED-IR,655831,,912611,19.617028,"""","""",799800,,754079,15.420588,"""","""",824978,,778326,13.555719,"""","""",869189,,881925,10.977989,"""","""",615218,,916712,7.117981,"""","""",0,,,0,,,0,,,0,,,0,,,Flow unstable
MA200-0071,175023,96,1,1.1,1.4,2022-07-14T21:29:00,0,2022-07-14,21:29:00,37.99536902,23.81597555,0.4,10,60,128,100,-500,948,-27375,5,150,0,0,0,32.54,25.6,10.29,98316,33,SINGLESPOT-UV-BLUE-GREEN-RED-IR,655945,,913010,19.638592,"""","""",799876,,754283,15.437353,"""","""",825419,,778853,13.571032,"""","""",869159,,881977,10.989251,"""","""",615612,,917415,7.126716,"""","""",0,,,0,,,0,,,0,,,0,,,Flow unstable
MA200-0071,175024,96,1,1.1,1.4,2022-07-14T21:30:00,0,2022-07-14,21:30:00,37.99516368,23.81602854,0.4,10,60,128,100,-144,1240,-29103,5,150,0,0,0,32.54,25.6,10.29,98312,33,SINGLESPOT-UV-BLUE-GREEN-RED-IR,655700,,912878,19.660512,"""","""",799764,,754334,15.454937,"""","""",825482,,779047,13.586557,"""","""",869596,,882557,11.003963,"""","""",615589,,917473,7.136776,"""","""",0,,,0,,,0,,,0,,,0,,,Flow unstable
MA200-0071,175025,96,1,1.1,1.4,2022-07-14T21:31:00,0,2022-07-14,21:31:00,37.99519449,23.81591702,0.2,10,60,128,100,-24,1152,-31000,5,150,0,0,0,32.54,25.6,10.31,98264,33,SINGLESPOT-UV-BLUE-GREEN-RED-IR,655946,,913402,19.68261,"""","""",799332,,754046,15.472807,"""","""",825149,,778879,13.602251,"""","""",868110,,881182,11.016994,"""","""",615493,,917416,7.146316,"""","""",0,,,0,,,0,,,0,,,0,,,Flow unstable
MA200-0071,175026,96,1,1.1,1.4,2022-07-14T21:32:00,0,2022-07-14,21:32:00,37.99514174,23.81589389,0.6,10,60,128,100,-644,984,-26340,5,150,0,0,0,32.54,25.6,10.31,98280,33,SINGLESPOT-UV-BLUE-GREEN-RED-IR,655824,,913392,19.70158,"""","""",799667,,754480,15.488464,"""","""",824628,,778477,13.615091,"""","""",867870,,881021,11.027582,"""","""",614958,,916697,7.154796,"""","""",0,,,0,,,0,,,0,,,0,,,Flow unstable
MA200-0071,175027,96,1,1.1,1.4,2022-07-14T21:33:00,0,2022-07-14,21:33:00,37.99520737,23.8159017,0.4,10,60,128,100,-308,1016,-28100,5,150,0,0,0,32.54,25.6,10.31,98304,33,SINGLESPOT-UV-BLUE-GREEN-RED-IR,655708,,913429,19.721092,"""","""",799697,,754622,15.504511,"""","""",817994,,772319,13.628777,"""","""",867967,,881247,11.040217,"""","""",615125,,917007,7.163753,"""","""",0,,,0,,,0,,,0,,,0,,,Flow unstable
MA200-0071,175028,96,1,1.1,1.4,2022-07-14T21:34:00,0,2022-07-14,21:34:00,37.99526626,23.81589133,0.1,10,60,128,100,-260,1028,-31000,5,150,0,0,0,32.54,25.6,10.31,98316,33,SINGLESPOT-UV-BLUE-GREEN-RED-IR,655508,,913326,19.742486,"""","""",799703,,754751,15.522011,"""","""",811804,,766555,13.641811,"""","""",867883,,881266,11.052757,"""","""",615142,,917124,7.173313,"""","""",0,,,0,,,0,,,0,,,0,,,Flow unstable
MA200-0071,175029,96,1,1.1,1.4,2022-07-14T21:35:00,0,2022-07-14,21:35:00,37.99532914,23.81591219,0.1,10,60,128,100,-200,1000,-29984,5,150,0,0,0,32.54,25.6,10.31,98296,33,SINGLESPOT-UV-BLUE-GREEN-RED-IR,655242,,913160,19.76484,"""","""",798939,,754152,15.538628,"""","""",811551,,766441,13.656445,"""","""",867732,,881217,11.065819,"""","""",615027,,917062,7.182018,"""","""",0,,,0,,,0,,,0,,,0,,,Flow unstable
MA200-0071,175030,96,1,1.1,1.4,2022-07-14T21:36:00,0,2022-07-14,21:36:00,37.99529082,23.81584948,0.2,10,60,128,100,-300,1072,-27736,5,150,0,0,0,32.54,25.6,10.34,98264,33,SINGLESPOT-UV-BLUE-GREEN-RED-IR,654841,,912765,19.782886,"""","""",798764,,754134,15.553123,"""","""",817600,,772277,13.671381,"""","""",868373,,881954,11.076255,"""","""",614886,,916920,7.189323,"""","""",0,,,0,,,0,,,0,,,0,,,Flow unstable
MA200-0071,175031,96,1,1.1,1.4,2022-07-14T21:37:00,0,2022-07-14,21:37:00,37.99526113,23.81596553,0,10,60,128,100,-368,1000,-27860,5,150,0,0,0,32.55,25.6,10.35,98272,33,SINGLESPOT-UV-BLUE-GREEN-RED-IR,654565,,912578,19.804122,"""","""",798628,,754103,15.570648,"""","""",811284,,766393,13.68471,"""","""",868142,,881832,11.08846,"""","""",615057,,917242,7.199707,"""","""",0,,,0,,,0,,,0,,,0,,,Flow unstable
MA200-0071,175032,96,1,1.1,1.4,2022-07-14T21:38:00,0,2022-07-14,21:38:00,37.99527067,23.81594241,0,10,60,128,100,-320,871,-27560,5,150,0,0,0,32.55,25.6,10.35,98288,33,SINGLESPOT-UV-BLUE-GREEN-RED-IR,654801,,913090,19.82507,"""","""",798660,,754269,15.586777,"""","""",814698,,769789,13.702566,"""","""",868403,,882222,11.101357,"""","""",615253,,917600,7.207119,"""","""",0,,,0,,,0,,,0,,,0,,,Flow unstable
MA200-0071,175033,96,1,1.1,1.4,2022-07-14T21:39:00,0,2022-07-14,21:39:00,37.9953205,23.81592363,0.1,10,60,128,100,-275,937,-27654,5,150,0,0,0,32.55,25.6,10.35,98288,33,SINGLESPOT-UV-BLUE-GREEN-RED-IR,655119,,913744,19.846798,"""","""",798493,,754269,15.606321,"""","""",811226,,766564,13.716335,"""","""",867515,,881437,11.114232,"""","""",615002,,917332,7.21653,"""","""",0,,,0,,,0,,,0,,,0,,,Flow unstable
MA200-0071,175034,96,1,1.1,1.4,2022-07-14T21:40:00,0,2022-07-14,21:40:00,37.99523848,23.81597447,0.1,10,60,128,100,-288,840,-27852,5,150,0,0,0,32.55,25.6,10.35,98296,33,SINGLESPOT-UV-BLUE-GREEN-RED-IR,654986,,913758,19.867752,"""","""",798985,,754857,15.62204,"""","""",810709,,766222,13.731319,"""","""",867540,,881579,11.127181,"""","""",614893,,917258,7.226612,"""","""",0,,,0,,,0,,,0,,,0,,,Flow unstable
MA200-0071,175035,96,1,1.1,1.4,2022-07-14T21:41:00,0,2022-07-14,21:41:00,37.9952718,23.81587869,0.1,10,60,128,100,-380,1052,-27991,5,150,0,0,0,32.55,25.6,10.35,98276,33,SINGLESPOT-UV-BLUE-GREEN-RED-IR,655090,,914058,19.887622,"""","""",798942,,754906,15.638763,"""","""",813889,,769337,13.745649,"""","""",867484,,881617,11.140337,"""","""",614826,,917202,7.233158,"""","""",0,,,0,,,0,,,0,,,0,,,Flow unstable
MA200-0071,175036,96,1,1.1,1.4,2022-07-14T21:42:00,0,2022-07-14,21:42:00,37.99525613,23.81582218,0.1,10,60,128,100,-368,1040,-28003,5,150,0,0,0,32.55,25.6,10.35,98252,33,SINGLESPOT-UV-BLUE-GREEN-RED-IR,654464,,913360,19.907718,"""","""",798881,,754967,15.653725,"""","""",810608,,766330,13.760168,"""","""",867750,,881986,11.152417,"""","""",614817,,917309,7.245636,"""","""",0,,,0,,,0,,,0,,,0,,,Flow unstable
MA200-0071,175037,96,1,1.1,1.4,2022-07-14T21:43:00,0,2022-07-14,21:43:00,37.9952172,23.81587321,0.2,10,60,128,100,-552,971,-27791,5,150,0,0,0,32.56,25.6,10.36,98260,33,SINGLESPOT-UV-BLUE-GREEN-RED-IR,654187,,913197,19.9287,"""","""",798008,,754274,15.671202,"""","""",817058,,772565,13.777721,"""","""",867303,,881637,11.163141,"""","""",614641,,917097,7.251865,"""","""",0,,,0,,,0,,,0,,,0,,,Flow unstable
MA200-0071,175038,96,1,1.1,1.4,2022-07-14T21:44:00,0,2022-07-14,21:44:00,37.99528259,23.81587166,0.2,10,60,128,100,-196,892,-27647,5,150,0,0,0,32.55,25.6,10.35,98276,33,SINGLESPOT-UV-BLUE-GREEN-RED-IR,654494,,913819,19.950572,"""","""",798359,,754743,15.688629,"""","""",810502,,766466,13.789881,"""","""",868073,,882560,11.176266,"""","""",614752,,917380,7.262535,"""","""",0,,,0,,,0,,,0,,,0,,,Flow unstable
MA200-0071,175039,96,1,1.1,1.4,2022-07-14T21:45:00,0,2022-07-14,21:45:00,37.99530107,23.81587619,0.2,10,60,128,100,-364,992,-27480,5,150,0,0,0,32.56,25.6,10.36,98292,33,SINGLESPOT-UV-BLUE-GREEN-RED-IR,653955,,913282,19.971684,"""","""",798104,,754642,15.706432,"""","""",814100,,769999,13.806923,"""","""",867799,,882366,11.18881,"""","""",614925,,917704,7.270561,"""","""",0,,,0,,,0,,,0,,,0,,,Flow unstable
MA200-0071,175040,96,1,1.1,1.4,2022-07-14T21:46:00,0,2022-07-14,21:46:00,37.99525136,23.81590241,0.3,10,60,128,100,-420,992,-28260,5,150,0,0,0,32.56,25.6,10.36,98292,33,SINGLESPOT-UV-BLUE-GREEN-RED-IR,654124,,913711,19.993412,"""","""",797995,,754684,15.723593,"""","""",807385,,763742,13.819851,"""","""",868031,,882746,11.20189,"""","""",615059,,917957,7.279922,"""","""",0,,,0,,,0,,,0,,,0,,,Flow unstable
MA200-0071,175041,96,1,1.1,1.4,2022-07-14T21:47:00,0,2022-07-14,21:47:00,37.99528819,23.81587189,0.2,10,60,128,100,-516,912,-28729,5,150,0,0,0,32.56,25.6,10.36,98296,33,SINGLESPOT-UV-BLUE-GREEN-RED-IR,654474,,914375,20.01453,"""","""",797901,,754687,15.739424,"""","""",807426,,763920,13.834751,"""","""",867258,,882065,11.214935,"""","""",614863,,917811,7.289386,"""","""",0,,,0,,,0,,,0,,,0,,,Flow unstable
MA200-0071,175042,96,1,1.1,1.4,2022-07-14T21:48:00,0,2022-07-14,21:48:00,37.99533266,23.8158772,0.1,10,60,128,100,-400,912,-27884,5,150,0,0,0,32.56,25.6,10.36,98272,33,SINGLESPOT-UV-BLUE-GREEN-RED-IR,654279,,914306,20.03553,"""","""",798481,,755379,15.756924,"""","""",810044,,766504,13.850416,"""","""",867298,,882176,11.227109,"""","""",614576,,917444,7.298477,"""","""",0,,,0,,,0,,,0,,,0,,,Flow unstable
MA200-0071,175043,96,1,1.1,1.4,2022-07-14T21:49:00,0,2022-07-14,21:49:00,37.99532187,23.81585157,0.2,11,60,128,100,-352,988,-27340,5,150,0,0,0,32.56,25.6,10.36,98268,33,SINGLESPOT-UV-BLUE-GREEN-RED-IR,654194,,914367,20.055858,"""","""",798381,,755423,15.774109,"""","""",810010,,766597,13.865234,"""","""",867957,,882977,11.239114,"""","""",614554,,917499,7.308407,"""","""",0,,,0,,,0,,,0,,,0,,,Flow unstable
